X_dataobs_,State,Account_Length,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1
3582,AL,171,no,no,0,221.5,103,109.5,58,134.6,115,11.6,4,1,FALSE,0,136.31646,167.2487086
3583,KS,33,no,no,0,228.1,77,176.3,102,224.5,119,7.5,1,0,FALSE,0,80.80494874,122.9469639
3584,CT,68,yes,no,0,197.7,99,188.8,106,254.6,80,19.2,4,3,TRUE,0,72.14193616,92.21654265
3585,WY,65,no,yes,21,135.1,120,238.4,90,286.4,93,11,9,4,FALSE,1,137.7088761,102.2961933
3586,NV,95,no,yes,35,238.3,86,258.1,132,194.9,72,13.1,4,5,FALSE,0,84.37946902,124.6412623
3587,ID,47,no,yes,28,196.2,88,194.8,106,243,103,10.5,10,0,FALSE,0,77.60393736,93.95534286
3588,IN,49,no,yes,20,205.9,109,298.4,105,142.1,91,12.3,3,4,FALSE,0,132.5354444,138.7168946
3589,AK,104,no,no,0,174.1,97,174.6,104,182.7,158,9.3,4,3,FALSE,1,81.00998466,78.44844899
3590,AR,173,no,no,0,154.6,81,147.3,100,132.9,99,6.9,5,0,FALSE,1,130.7282396,118.9390194
3591,WI,98,yes,yes,20,186.2,112,145.3,65,142.8,104,10.9,4,3,FALSE,0,92.96410256,104.707387
3592,IN,81,no,no,0,176.1,113,162,80,160.9,83,11.9,4,1,FALSE,0,78.12049195,79.20459744
3593,KY,70,no,no,0,156.6,82,193.1,112,179.8,108,12.6,1,1,FALSE,1,79.7998755,49.09763365
3594,AZ,63,no,yes,19,163,75,238.4,103,171.8,100,11.3,3,3,FALSE,1,92.41909013,67.05190216
3595,IN,32,no,no,0,103.6,78,238.5,115,186.9,70,11,4,2,FALSE,1,150.6749337,92.23596338
3596,NC,111,no,no,0,162.1,98,217.6,87,264.1,107,7.7,1,0,FALSE,1,92.949073,72.80952435
3597,MD,96,no,no,0,149.2,125,210.6,119,290.5,102,9.4,3,4,FALSE,1,121.5435342,97.28027367
3598,NM,79,no,no,0,187.3,108,177.1,72,269.2,135,9.5,3,3,FALSE,0,94.23952643,103.7621633
3599,OH,123,no,no,0,222.4,90,286.3,104,300.8,95,9.9,3,2,TRUE,0,138.4698764,156.3716918
3600,IN,88,no,no,0,82.7,94,157.5,130,205.9,81,10.6,4,0,TRUE,1,149.8630657,83.46395946
3601,VA,182,no,yes,24,215.2,73,133.1,85,205.1,79,10.9,7,0,FALSE,0,109.9587084,141.3187899
3602,GA,84,yes,yes,18,136.8,114,200.3,110,199,86,8,4,3,FALSE,1,90.91681068,29.84561054
3603,AL,109,no,no,0,168,103,190.8,100,196.9,65,7.1,4,0,FALSE,1,66.04257613,50.75708408
3604,IA,79,no,yes,12,62.4,119,237.6,96,193.4,116,7.8,2,0,FALSE,1,169.4940179,88.01290189
3605,VA,68,no,yes,41,226,113,149.8,115,184.9,88,11.5,2,2,FALSE,0,70.33859909,118.0311879
3606,SD,129,no,no,0,52.2,93,128.8,117,141.7,63,9.4,12,1,FALSE,1,198.5096616,139.4458934
3607,NV,70,no,no,0,205.7,80,221.4,103,206.2,117,14.2,5,2,FALSE,0,52.89691052,80.72896954
3608,WY,44,no,yes,20,184.8,105,195,169,130.1,121,11.6,3,1,FALSE,0,122.4696419,125.0962898
3609,MA,113,no,no,0,193.1,93,206.4,85,215.9,102,11.1,2,1,FALSE,0,41.896328,62.2121961
3610,NJ,38,no,no,0,228.3,129,141.9,83,268.6,116,9.7,3,2,FALSE,0,113.1041871,149.7996408
3611,UT,86,yes,yes,41,225.5,95,229.3,101,134,82,11.6,10,2,FALSE,0,85.90262697,119.1943492
3612,NM,170,no,no,0,215.4,94,138.2,97,237.1,117,12.5,5,1,FALSE,0,98.62727223,132.478471
3613,NH,59,no,no,0,163.5,107,187.1,91,179.1,100,10.3,1,2,FALSE,1,77.25051772,57.70658087
3614,NJ,112,no,yes,22,244.7,104,203.1,88,222,84,7.4,6,0,FALSE,0,42.06315721,112.9978388
3615,MA,152,no,no,0,216.7,70,152.7,102,181.2,99,11.6,6,1,FALSE,0,75.8716357,115.1065616
3616,GA,108,no,yes,15,196.8,79,173.5,99,274.7,108,14.6,5,1,FALSE,0,84.99044043,104.3354777
3617,AK,91,no,no,0,197.3,120,202.4,89,290.5,128,15.3,7,1,FALSE,0,101.3566129,115.3838
3618,AR,57,no,yes,23,208.7,57,233.4,132,108.8,117,9.1,5,1,FALSE,0,124.5201243,138.5190642
3619,WV,112,no,no,0,168.4,53,187.5,68,204.5,125,9.8,3,1,FALSE,1,84.30808509,73.64884227
3620,OR,100,no,no,0,129.4,69,251.3,73,157.1,92,10.4,3,1,FALSE,1,125.2242576,75.26008935
3621,ID,42,yes,no,0,260.9,94,152.8,123,212.6,94,11.1,4,1,FALSE,0,86.33485196,149.1039555
3622,NY,68,no,no,0,267.9,80,145.4,143,273.3,119,14.9,1,3,TRUE,0,116.2189277,172.7278292
3623,KY,132,no,no,0,172.7,90,344,62,301.6,113,5.5,4,0,FALSE,1,194.6069027,182.4163365
3624,RI,137,yes,no,0,159.1,80,239.8,81,249,96,8.5,5,0,FALSE,1,102.9813799,78.88800104
3625,ID,42,no,no,0,166.8,138,212.4,78,194.7,70,12.4,9,2,FALSE,1,99.12041209,84.46415696
3626,NH,81,no,yes,17,145.7,89,202.9,70,212.4,92,9.5,5,1,FALSE,1,87.78913786,41.97629044
3627,CO,135,no,no,0,129.4,104,199,96,142.4,81,12.3,4,1,FALSE,1,117.1397796,71.66825276
3628,IA,102,no,no,0,171.5,77,261,107,328.8,72,10.2,1,0,FALSE,1,157.7911216,148.8295222
3629,MT,117,no,no,0,180.6,134,216.6,96,101,122,10.6,6,4,TRUE,1,119.081696,117.2380291
3630,WY,37,no,yes,33,225.7,133,223.9,115,192.7,131,11.2,5,3,FALSE,0,89.02041327,122.1961136
3631,HI,72,no,no,0,153.8,64,304.4,106,185,125,8.4,5,1,FALSE,1,141.3622721,112.8765827
3632,WI,48,no,no,0,176.9,110,274.3,114,115.3,125,11,2,1,FALSE,1,139.8560018,129.7980504
3633,DE,155,no,no,0,250.5,89,146.1,84,164.2,60,8.4,3,1,FALSE,0,97.00695457,151.0476655
3634,WA,124,no,no,0,282.8,108,246.3,89,256.4,96,10.3,1,3,TRUE,0,101.186837,163.4611735
3635,UT,91,no,no,0,142.6,90,286.8,102,222.2,113,14.8,3,0,FALSE,1,126.0177144,85.66352154
3636,KY,169,no,no,0,276.1,120,123.5,88,261.9,116,11.9,5,1,FALSE,0,130.9157985,188.9985119
3637,NH,74,no,no,0,154.3,71,262.3,105,235.3,99,13.9,4,0,FALSE,1,110.2814953,78.62454445
3638,RI,101,yes,yes,35,181,88,222.5,113,217.8,103,11.1,3,1,FALSE,1,62.31580815,59.30808374
3639,CA,142,no,no,0,108.1,81,146.9,115,197.6,84,9,7,1,FALSE,1,134.0552644,84.7395997
3640,PA,61,no,yes,31,252.1,98,215.7,149,135.7,117,5.1,4,2,FALSE,0,101.9052897,148.3347693
3641,MA,50,no,no,0,160.1,64,208.7,123,199.7,84,7.6,12,5,TRUE,1,94.45240428,71.64078883
3642,WI,82,no,no,0,217.6,82,169.4,101,248.9,124,12.7,3,0,FALSE,0,65.75995608,107.2061754
3643,MT,142,no,yes,22,198.3,144,157.2,96,180.9,114,11.1,4,2,FALSE,0,79.9182269,103.4619068
3644,GA,27,no,yes,32,190.3,97,279,77,133.8,117,8.4,3,2,FALSE,1,139.9354585,137.844705
3645,AZ,165,no,yes,23,184.7,63,168,62,176.1,125,8.7,5,1,FALSE,0,102.865334,110.7850578
3646,GA,111,yes,no,0,159.4,47,269.3,53,179.8,103,13.7,2,2,TRUE,1,123.7889216,99.9847223
3647,ME,33,no,yes,16,125.1,56,246.6,140,235.4,109,12.1,2,0,FALSE,1,147.4899016,105.2637496
3648,ME,55,no,no,0,181.3,100,200.5,122,226.9,99,10.9,2,1,FALSE,0,71.23056166,72.11375103
3649,UT,96,yes,no,0,99.8,101,253.6,83,112.5,75,7.5,6,0,FALSE,1,165.4684519,110.536967
3650,MD,115,no,no,0,254.8,97,153.5,110,217.6,117,9,4,1,FALSE,0,60.5007705,132.6703439
3651,DC,65,no,no,0,244.5,72,206.2,88,299.8,110,7.6,1,5,TRUE,0,113.479138,154.0549725
3652,OH,50,no,no,0,167.7,74,179.9,98,166.5,73,10.9,2,1,FALSE,1,91.9759293,81.44245196
3653,MO,137,no,no,0,79.5,121,164.1,86,121.8,108,11.7,7,2,FALSE,1,172.3174382,116.1359642
3654,ID,95,no,no,0,133,94,196.6,126,181,128,9.9,3,4,TRUE,1,100.1353191,45.36099131
3655,WA,118,no,no,0,297.2,113,188.8,114,188.9,100,12.4,6,1,TRUE,0,80.31489742,163.3415161
3656,NY,84,no,no,0,214.9,72,197.7,92,153.1,79,11.9,2,2,FALSE,0,63.19050296,99.01405414
3657,NJ,42,no,no,0,269.9,99,37.8,76,166.6,139,13.8,1,1,FALSE,0,183.2783222,229.5521616
3658,NM,53,no,no,0,143.8,102,199.6,124,177.8,65,7.8,4,1,FALSE,1,104.3605164,67.64605325
3659,ID,123,no,no,0,132.2,122,169.9,101,150.1,123,12.9,11,3,TRUE,1,113.7827188,74.58608024
3660,MO,60,no,no,0,162.8,117,163.2,121,242.4,140,14.2,2,1,FALSE,1,101.8163805,91.35308337
3661,NJ,112,no,no,0,351.5,95,206.8,108,275.8,146,11.9,4,1,TRUE,0,157.5830759,232.2901782
3662,NC,43,no,no,0,165.8,96,132,105,323.2,62,10.7,6,0,FALSE,1,164.3008203,162.3836509
3663,KY,150,no,yes,24,195.7,108,208.8,110,177,84,11.7,2,2,FALSE,0,67.68481801,84.49407505
3664,CT,92,no,no,0,250.6,100,41.7,94,186.2,100,9.7,6,2,FALSE,0,156.4536591,200.9870903
3665,NY,68,no,no,0,141.9,112,166.2,94,223.5,77,9.2,6,1,FALSE,1,98.28464045,63.26415032
3666,OH,159,no,no,0,168.5,80,203.9,119,199.1,126,8.1,2,1,FALSE,1,89.04825477,77.52172429
3667,IL,158,no,yes,19,127.6,88,235.2,82,195,87,10.1,3,0,FALSE,1,121.5290519,71.58158445
3668,IL,119,no,no,0,197.2,111,168.1,78,209.8,84,4.2,2,1,FALSE,0,52.03327675,80.6996235
3669,WA,54,no,yes,28,217.4,98,246.2,120,127,92,7.5,8,1,FALSE,0,105.9582422,127.0701911
3670,NJ,60,yes,no,0,97.2,91,243.7,93,235,116,10.1,2,1,TRUE,1,146.5585443,79.0303958
3671,WI,111,no,yes,23,87.7,91,218.3,118,173.1,87,12.3,4,1,FALSE,1,142.9475819,65.31089054
3672,WV,119,no,yes,32,186.4,75,206.9,92,150.6,80,12.1,2,1,FALSE,0,77.46630497,82.76428898
3673,AL,74,no,no,0,180,110,212.9,100,182.3,95,11.8,10,0,FALSE,1,58.59141883,54.8011417
3674,WY,118,no,no,0,232.4,92,191,68,213,138,7.7,4,1,FALSE,0,56.55215594,111.2501889
3675,ME,124,no,no,0,151.6,119,198.1,93,173.4,91,11.6,3,3,FALSE,1,82.95384841,46.21233716
3676,LA,133,no,no,0,172.2,81,214.9,123,184.3,90,11.1,6,3,FALSE,1,72.92400896,60.44973895
3677,WI,49,no,no,0,260.9,88,174.2,103,262.8,98,10.6,4,1,FALSE,0,92.97022386,151.6348779
3678,NH,112,no,no,0,124.4,109,196.1,119,166.1,89,10.2,4,2,FALSE,1,107.5669447,46.86439927
3679,HI,130,no,no,0,126.8,101,144.1,105,249.6,117,11.4,8,2,FALSE,1,123.8487828,88.77219666
3680,WV,130,no,no,0,110,107,181.9,85,208,94,11.7,3,1,FALSE,1,118.7921931,52.69013822
3681,UT,188,no,no,0,231.1,92,182.4,93,227.2,89,9.8,5,4,FALSE,0,93.90499863,135.0236206
3682,HI,174,no,no,0,187.4,74,144.6,142,235.7,102,10.2,1,1,FALSE,0,113.1501679,125.3007005
3683,VT,57,no,no,0,166.4,114,76.8,119,260.1,77,10.9,3,3,FALSE,0,153.4433676,156.0262701
3684,TX,98,yes,no,0,172.5,118,198.5,107,230.2,105,12.6,3,1,FALSE,1,62.14513425,51.88398173
3685,MD,105,no,no,0,141.8,85,191.3,101,133.6,126,10.9,3,1,FALSE,1,109.7669115,75.0351273
3686,TN,175,yes,yes,35,159.5,95,140.7,100,176.3,99,5.4,4,5,TRUE,1,117.2856779,109.2407784
3687,GA,100,no,no,0,218.9,124,237.5,99,189.7,52,11,6,2,FALSE,0,70.02501101,102.8454379
3688,MA,132,no,no,0,138.7,101,257.5,85,165.6,92,7.8,1,2,FALSE,1,116.6329263,71.81409863
3689,ND,117,yes,no,0,158.1,101,315.1,96,176.1,108,13.9,2,3,TRUE,1,140.6455387,114.7037134
3690,NJ,65,no,no,0,97.9,138,173,102,262.2,92,9.2,4,1,FALSE,1,150.3845633,96.9958844
3691,NH,131,no,no,0,103.5,105,174.1,103,248.2,95,11.7,2,5,TRUE,1,133.756067,75.6876952
3692,NJ,114,no,no,0,206.3,113,223.5,97,234.3,119,8.1,6,2,FALSE,0,55.0446416,83.77210235
3693,FL,127,no,yes,24,211.5,121,183.9,115,186.2,103,13.5,1,3,FALSE,0,45.47701183,88.88923263
3694,SC,94,no,no,0,229.2,103,163.9,133,190.1,67,7.4,6,3,FALSE,0,57.91951652,112.2011355
3695,WY,67,no,no,0,125,96,294.5,114,205.7,75,10.2,4,1,TRUE,1,146.9986245,98.98007676
3696,TX,123,no,yes,41,141.3,127,152,96,218.8,114,8.1,3,3,FALSE,1,106.1167427,77.67990689
3697,MA,116,no,no,0,119,94,144.3,110,199.7,65,8.8,5,2,FALSE,1,121.9478964,77.11667792
3698,ID,107,no,no,0,260.6,81,246.1,116,243.3,117,12.8,9,0,TRUE,0,83.59780126,139.9792635
3699,TX,110,no,no,0,149.2,128,112.8,101,156.3,111,12.2,4,1,FALSE,1,122.6827875,109.4403638
3700,DE,29,no,no,0,163.7,109,207.3,88,266.2,101,10.4,2,1,FALSE,1,115.6900373,101.787035
3701,NY,76,no,no,0,223,109,218.7,97,138.6,126,11.6,8,2,FALSE,0,76.95870389,112.0902369
3702,ME,115,no,no,0,200.2,115,268.8,109,185.4,102,12.8,2,3,FALSE,0,82.78917631,92.61959364
3703,NM,68,no,no,0,248.6,59,199.1,126,112.5,117,6.5,3,2,FALSE,0,110.9386635,153.8269381
3704,IL,63,no,yes,26,214.2,80,253,152,156.4,109,10.3,2,2,FALSE,0,102.0810083,121.1885505
3705,LA,69,no,no,0,245.6,128,173,101,111.8,118,14.2,7,2,FALSE,0,105.3069196,150.5703995
3706,TN,97,no,no,0,238.6,85,203.3,75,180.5,127,16.2,8,0,FALSE,0,49.91062692,110.8269843
3707,MI,108,yes,no,0,86.1,97,227.9,101,225.8,102,9.1,3,3,FALSE,1,143.2590359,62.69539367
3708,MS,79,no,no,0,161.6,94,187.5,110,220.8,71,10.3,7,2,FALSE,1,75.34773208,53.27166455
3709,DE,52,no,no,0,257.9,80,220.7,82,225.4,70,16.8,3,2,TRUE,0,81.70924986,138.8342884
3710,KS,114,no,no,0,209.2,127,165.3,93,196.8,98,10.6,8,3,FALSE,0,45.33782305,89.1410368
3711,RI,90,no,yes,19,214,57,245.3,105,205.6,68,10.3,2,1,FALSE,0,76.49284637,102.106146
3712,NJ,82,no,yes,33,247.4,106,167.1,110,207.6,113,6.8,1,5,FALSE,0,52.27851796,122.4170299
3713,WI,122,no,yes,21,196,104,194.7,73,150.8,92,9.6,4,0,FALSE,0,68.11312605,86.37735137
3714,MT,73,no,yes,33,129.8,112,225.3,96,262.5,104,8.6,3,1,FALSE,1,122.3691743,76.64265312
3715,WV,100,no,no,0,239.1,96,180.1,110,259.2,112,14,2,0,FALSE,0,65.17024139,122.0266378
3716,IL,124,no,no,0,133.2,80,144.2,98,261,102,12,3,3,TRUE,1,123.164146,93.69834755
3717,OR,112,no,no,0,135.7,34,243,99,209.3,115,12.2,8,1,FALSE,1,121.7813702,78.65343828
3718,MN,120,no,yes,31,211,117,238.7,77,184.5,99,14,8,1,FALSE,0,64.15475157,91.96416301
3719,TX,95,no,no,0,135.2,93,285.9,123,228.1,112,10,2,3,FALSE,1,132.6538377,88.59609078
3720,AZ,102,no,yes,29,158.2,132,250.6,47,219.3,86,15.1,4,1,FALSE,1,110.270309,85.24083009
3721,LA,61,no,no,0,140.8,126,212.5,115,141.7,79,6.4,5,4,TRUE,1,116.0972727,79.40829714
3722,AL,42,no,no,0,160.2,103,159.8,116,255.7,87,12.9,3,1,FALSE,1,109.8274157,98.24942837
3723,MD,104,no,no,0,153.7,86,160.3,78,176.6,140,9.6,8,1,FALSE,1,94.31649322,73.19433484
3724,ND,184,no,no,0,237.6,86,157,105,163.6,103,14.2,2,2,FALSE,0,101.1606984,145.7527637
3725,DC,29,no,no,0,182.1,92,180.4,91,206.4,128,7.2,2,2,FALSE,0,89.78851795,93.26489193
3726,MD,5,no,no,0,198.7,108,146.7,86,216.8,95,9.5,3,2,FALSE,0,112.414534,130.0688254
3727,MA,58,no,yes,47,151.1,117,137.4,103,172.6,99,9.2,8,1,FALSE,1,113.1958843,96.62126157
3728,AR,103,no,yes,22,219,126,311.9,126,197,112,9,8,3,FALSE,0,124.6668424,139.2323389
3729,DC,165,no,no,0,195.2,84,229.5,116,185.3,147,11.9,3,0,FALSE,0,95.70081109,105.4536711
3730,NJ,77,yes,yes,34,209.9,79,226.1,88,101.8,103,11.4,2,2,TRUE,0,113.2783227,130.2867244
3731,MD,156,no,no,0,81.7,133,242.5,117,203.8,112,12.3,6,3,FALSE,1,163.6760394,96.00754816
3732,RI,132,yes,yes,18,130.7,86,186.1,98,204.8,103,11.9,6,0,FALSE,1,99.16723379,43.48580726
3733,AL,115,no,no,0,265.9,112,132.9,94,185.2,106,14.6,7,1,FALSE,0,79.96895226,150.6451852
3734,MS,109,yes,no,0,186.5,106,190.3,103,168.5,128,10.5,6,2,FALSE,0,57.69819142,68.07695421
3735,NJ,117,no,no,0,185.6,115,174.8,83,188.2,122,6.7,4,4,TRUE,0,57.08148358,69.80812168
3736,TX,148,no,no,0,249.7,91,185.1,90,234.2,88,10.5,1,1,FALSE,0,67.60117947,130.2824857
3737,MS,135,no,no,0,204.1,116,150.2,74,108.1,154,8.1,1,2,FALSE,0,126.4649082,145.7997039
3738,WI,87,no,yes,24,135.8,108,251.4,62,181.5,91,6.4,4,0,FALSE,1,115.0133955,66.04623604
3739,GA,26,no,no,0,83.2,93,199.5,64,242.6,112,10.7,4,1,FALSE,1,168.5146258,108.7003172
3740,ME,78,no,no,0,211.4,105,249.9,77,199.6,129,9.3,2,2,FALSE,0,72.28856196,96.08041606
3741,MT,78,no,no,0,185.8,102,251.6,88,202.8,86,13.3,6,2,FALSE,1,74.66718315,72.11403767
3742,AR,121,no,no,0,123.6,113,229.4,85,242.9,97,10.3,4,0,FALSE,1,116.9647812,59.25006859
3743,ID,101,no,no,0,202.5,91,142.5,134,219.6,102,10.1,4,3,FALSE,0,68.87268119,100.188647
3744,ND,90,no,no,0,169.4,127,157.2,111,172.4,103,10.7,2,1,FALSE,1,77.67936115,72.4627743
3745,AZ,83,no,no,0,135.2,76,161,98,129.3,105,9,6,0,FALSE,1,121.9048241,89.47183109
3746,CA,81,no,no,0,125.1,103,209.6,103,186.2,78,11.8,1,1,FALSE,1,104.4293609,35.43014202
3747,NJ,119,no,no,0,287.1,83,218.4,124,151.5,42,11,4,1,TRUE,0,108.400784,171.5397971
3748,NV,134,no,no,0,199.7,107,205.8,86,198.8,125,8.3,5,0,FALSE,0,52.09760387,77.48539948
3749,NV,48,no,no,0,247.6,114,172.3,110,264.4,107,7.1,3,1,FALSE,0,91.49300467,143.3142895
3750,AL,185,no,no,0,158.5,93,294.7,69,146.2,116,16.6,3,0,FALSE,1,160.111623,140.4084192
3751,AL,91,no,yes,39,160.8,97,119.3,54,147.9,101,10.3,3,3,FALSE,1,124.3531165,118.760384
3752,SC,90,no,yes,31,118.5,92,257.9,76,186.2,96,9,6,1,FALSE,1,128.1277387,66.7075119
3753,WV,159,no,no,0,181,107,188.4,114,175.8,41,9.9,4,7,FALSE,0,97.6756323,100.6753941
3754,CO,103,no,yes,40,140.3,52,245.6,114,111.7,86,11.1,6,1,FALSE,1,145.1818679,113.9090517
3755,OH,142,yes,no,0,160.6,101,202,125,221.7,100,8.8,2,1,TRUE,1,81.97807914,59.43313053
3756,TX,104,no,no,0,111.9,105,197.7,121,302.8,108,10.1,5,1,FALSE,1,152.5782699,109.4576321
3757,ME,82,no,no,0,120.5,107,176.3,124,258,121,10.5,5,0,FALSE,1,124.5469854,77.85189388
3758,LA,76,no,no,0,156.3,117,115.7,53,316.4,121,6.8,4,1,FALSE,1,166.1948558,160.8762662
3759,MT,88,no,no,0,242.4,89,161.4,89,142.4,95,5.4,2,1,FALSE,0,73.57035043,129.6768408
3760,NJ,118,no,no,0,178.4,81,182.7,119,251.4,109,10.8,2,1,FALSE,0,76.36943661,78.21775755
3761,UT,139,no,no,0,258.7,94,190.3,132,247.2,73,11.4,2,1,TRUE,0,82.27284108,143.4577895
3762,DC,87,no,yes,18,124.3,104,196.1,80,290,110,7.2,3,1,FALSE,1,135.9235464,96.18703641
3763,UT,167,no,no,0,94.9,114,315.8,105,181,71,10.8,6,0,FALSE,1,192.1547654,140.4291429
3764,CO,138,no,no,0,182,101,200.3,119,208.9,131,13.4,3,4,FALSE,0,67.38544986,70.62226435
3765,MA,130,no,no,0,162,62,278.1,108,197.5,82,9.1,4,1,FALSE,1,115.9945959,91.99892816
3766,FL,87,no,no,0,176.6,83,221.6,101,185.3,89,9.4,1,0,FALSE,1,61.4910159,50.6757285
3767,RI,69,no,no,0,198.8,141,203.7,110,177.1,109,15.2,2,4,FALSE,0,64.49320516,84.64667468
3768,ID,164,yes,yes,28,156.1,98,209.9,140,190,69,11.4,4,0,FALSE,1,108.1979103,87.00754067
3769,CO,109,no,no,0,150.6,106,147.4,108,173.2,109,9.5,5,1,FALSE,1,91.93011479,68.92287933
3770,MS,53,no,no,0,198.3,100,304.2,93,131.5,85,9.2,5,2,FALSE,0,141.6783941,142.423617
3771,PA,59,no,no,0,189.1,141,198.2,113,280.2,103,2.2,7,1,FALSE,0,105.6803436,113.3221368
3772,KY,124,no,no,0,156.9,74,195.8,82,181,99,8.8,2,1,FALSE,1,79.6255893,50.12707165
3773,ID,73,no,no,0,67,76,223,154,236.5,151,11.2,2,1,FALSE,1,182.3882187,115.9419854
3774,AK,94,no,no,0,261.3,89,152.4,139,120.2,124,10.5,2,0,FALSE,0,109.8888115,163.9742582
3775,AL,80,no,no,0,135.1,92,185,103,147.1,74,14.7,5,3,FALSE,1,108.9675881,66.69995328
3776,SC,101,yes,no,0,92.1,109,163,83,133.3,102,9.7,11,2,FALSE,1,151.7901684,94.38997246
3777,MN,115,no,no,0,173.5,121,168.3,100,138.3,105,7.8,5,1,FALSE,1,87.79158508,85.65773074
3778,KS,100,yes,no,0,156.3,82,259.4,91,143.7,93,8.3,7,5,FALSE,1,111.4965053,82.28442234
3779,MA,85,no,no,0,274.7,79,119.4,122,296.9,74,9.4,10,1,FALSE,0,139.7137382,194.3152665
3780,KY,110,no,no,0,244.7,84,106.4,95,194.9,61,10.5,1,2,TRUE,0,101.0368993,153.4725889
3781,WI,92,yes,no,0,183.6,96,149.7,55,135.2,71,11.8,4,0,FALSE,0,104.138123,112.0710185
3782,MI,102,no,no,0,167.1,80,222.9,94,179.9,103,11.6,3,5,FALSE,1,69.79253728,45.1274475
3783,NV,134,no,no,0,177.1,120,218.1,123,183.8,93,12.7,5,3,FALSE,1,70.9840503,64.6062785
3784,DC,96,no,no,0,217.8,120,139.6,109,227.7,111,11.6,3,0,FALSE,0,66.56685646,111.488396
3785,NE,42,no,no,0,143.7,96,221,98,108.9,94,8.6,1,2,FALSE,1,137.6975868,109.1235261
3786,OR,175,no,no,0,185,104,325.8,86,85.4,105,14.6,2,1,FALSE,1,194.4772714,188.3815855
3787,OR,136,no,yes,23,235.6,65,177.7,81,138.7,105,11.3,5,1,FALSE,0,86.06395733,131.7307349
3788,AR,32,yes,no,0,265.5,75,119.7,77,169.9,128,14.8,6,2,TRUE,0,123.1779879,177.2556473
3789,UT,101,no,no,0,332.1,91,151,123,277.8,99,11.3,3,1,TRUE,0,143.1259201,218.3976838
3790,AZ,132,yes,yes,21,223.4,89,193.2,105,226.2,85,7.7,5,3,FALSE,0,46.63458472,99.26272162
3791,ME,120,no,no,0,163.6,109,237.3,95,186.2,141,12.3,5,0,FALSE,1,88.1998043,63.86166475
3792,MT,122,no,no,0,190,125,141.5,77,216.8,68,15.9,3,3,FALSE,0,82.55525171,100.5346119
3793,OK,52,no,no,0,153.7,100,174.2,139,242.3,53,14.1,3,1,FALSE,1,114.1552424,95.72096996
3794,VT,182,no,no,0,160.3,87,229.9,101,185.3,96,8.7,11,2,FALSE,1,110.7603311,91.38472576
3795,NM,138,no,yes,12,114.5,100,175.1,130,112.7,85,7.8,5,0,FALSE,1,149.3583372,108.3736583
3796,ID,130,no,no,0,140.9,68,217.5,109,123.6,96,13.6,4,3,FALSE,1,123.3563301,89.57673811
3797,SC,106,no,no,0,168.4,85,123.3,95,162.5,83,4.6,4,3,FALSE,1,100.5430851,99.94274337
3798,MA,150,no,no,0,150.9,92,191,106,223.6,107,8.3,4,5,TRUE,1,91.23649023,61.46572787
3799,OK,94,no,no,0,255.1,96,276.9,67,226.5,74,10.6,2,0,TRUE,0,102.1935306,145.9176732
3800,NJ,116,no,no,0,154,127,280.4,68,213,56,8.6,2,6,FALSE,1,127.4603772,99.5355004
3801,CO,89,no,no,0,94.5,107,191.8,85,196.2,131,15,5,1,FALSE,1,133.8517519,59.58760919
3802,WA,45,no,no,0,135,116,159,108,170.3,130,11.1,15,1,FALSE,1,119.8453914,86.82491929
3803,KS,74,no,no,0,286.9,113,260.8,121,137.1,94,12.6,6,0,TRUE,0,118.3902558,174.5234586
3804,GA,158,no,no,0,165.4,70,280.1,104,121.8,106,10.4,9,1,FALSE,1,145.5179107,129.0207719
3805,AL,76,no,no,0,222,99,215.9,122,204.1,131,8.2,5,3,TRUE,0,51.14952738,96.32029843
3806,KY,102,yes,no,0,209.8,85,165.7,100,230.1,92,8.7,6,0,FALSE,0,47.07146956,90.45590868
3807,LA,4,no,yes,31,158.3,99,164.2,98,192.7,108,12.5,3,2,FALSE,1,122.9076159,109.6957054
3808,MN,161,no,no,0,252.3,120,243.8,98,284.4,96,9.2,2,1,TRUE,0,120.1131026,161.1370444
3809,WV,116,no,no,0,255.5,93,224.4,122,317.3,85,12.7,4,1,TRUE,0,128.9274915,170.5882433
3810,ID,49,no,no,0,101.7,71,223.2,102,182.1,112,7.3,3,3,FALSE,1,139.8994108,73.89679087
3811,WY,86,no,no,0,227.9,105,218.7,118,223.2,120,14.2,5,3,FALSE,0,46.65408562,99.21913439
3812,NE,39,no,no,0,185,113,106.5,125,167.3,78,12,2,0,FALSE,0,124.0526277,135.5182955
3813,WI,118,no,no,0,142.2,96,164.9,107,183.7,92,7.1,4,1,FALSE,1,90.05327726,50.78967733
3814,MI,57,no,no,0,140,100,174.7,102,258.5,111,13.3,4,1,FALSE,1,112.5737762,80.59906154
3815,NH,138,no,no,0,157.5,96,271.7,107,138.2,84,10.7,6,2,FALSE,1,126.0377652,101.1733731
3816,AK,98,no,no,0,237.5,130,213.2,85,194.1,107,10.1,3,0,FALSE,0,43.1669104,106.3341841
3817,DE,67,no,no,0,164.5,79,110.3,108,203.9,102,9.8,2,1,FALSE,1,110.3753642,108.1074947
